fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,classification
Kin Moy,"5' 5""",135 lbs.,,,,2.30,33%,1.93,62%,1.67,42%,50%,1.7,submission specialist
Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989",4.51,51%,4.00,65%,1.00,21%,50%,0.0,striker
Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",3.75,50%,1.21,68%,1.59,60%,59%,1.1,submission specialist
Su Mudaerji,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",4.49,51%,2.19,68%,0.40,100%,77%,0.8,striker
Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",4.08,41%,3.77,58%,0.70,50%,71%,0.0,striker
Belal Muhammad,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",4.75,43%,4.02,60%,1.97,28%,85%,0.2,striker
Quinn Mulhern,"6' 3""",155 lbs.,,Orthodox,"Sep 20, 1984",1.48,28%,2.09,51%,1.36,20%,33%,0.0,striker
Jamie Mullarkey,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",1.87,33%,4.60,42%,4.00,30%,66%,0.5,grappler
Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",5.60,43%,5.87,58%,0.68,21%,80%,0.8,striker
Andre Muniz,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",2.21,58%,1.80,45%,2.61,35%,37%,2.2,submission specialist
Alexander Munoz,"5' 9""",155 lbs.,"72""",Switch,"Feb 27, 1990",3.27,40%,5.23,52%,2.50,35%,0%,0.0,striker
Mark Munoz,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978",3.12,51%,2.26,57%,3.17,29%,57%,0.6,grappler
Andy Murad,"5' 9""",185 lbs.,,,,2.60,76%,2.87,32%,1.00,20%,42%,0.0,striker
Johnny Munoz,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 16, 1993",3.27,62%,1.40,58%,2.00,12%,0%,1.0,submission specialist
Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990",5.32,42%,2.92,64%,0.36,16%,100%,0.4,striker
Kanako Murata,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993",1.93,67%,1.93,52%,4.00,44%,0%,2.0,submission specialist
Ryuichi Murata,"5' 8""",183 lbs.,,Orthodox,,0.84,36%,1.89,50%,4.74,50%,100%,3.2,submission specialist
Tom Murphy,"6' 2""",227 lbs.,,Southpaw,"Nov 19, 1974",2.50,71%,0.17,84%,7.51,85%,0%,2.5,submission specialist
Lauren Murphy,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",3.80,38%,3.82,63%,1.18,37%,70%,0.1,striker
Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",2.86,42%,2.07,63%,0.87,33%,41%,0.9,striker
Lee Murray,"6' 3""",185 lbs.,,Orthodox,"Sep 12, 1977",0.36,15%,3.28,32%,0.90,100%,42%,1.8,submission specialist
Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993",4.80,69%,0.40,78%,7.50,100%,33%,0.0,grappler
Nicholas Musoke,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986",3.56,35%,3.80,57%,1.16,19%,82%,0.2,striker
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",2.59,58%,2.68,41%,3.31,50%,23%,0.4,grappler
Katsuhiko Nagata,"5' 7""",154 lbs.,,Southpaw,"Oct 31, 1973",1.05,19%,1.50,63%,0.98,28%,28%,0.0,striker
Rin Nakai,"5' 1""",135 lbs.,,Orthodox,"Oct 22, 1986",1.57,33%,3.90,60%,3.00,18%,75%,0.5,grappler
Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2.23,36%,3.20,58%,1.65,48%,63%,0.3,striker
Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",1.56,37%,1.83,59%,1.73,36%,42%,0.6,grappler
Daisuke Nakamura,"5' 7""",154 lbs.,,Orthodox,"Jun 10, 1980",0.94,30%,1.38,61%,0.46,40%,30%,3.6,submission specialist
Yoshihiro Nakao,"6' 0""",220 lbs.,,Southpaw,"Jun 25, 1972",1.73,35%,2.06,64%,2.69,46%,0%,0.5,grappler
Jutaro Nakao,"5' 9""",170 lbs.,,Southpaw,"Nov 30, 1970",0.53,38%,1.06,44%,0.38,50%,56%,0.0,striker
Yui Chul Nam,"5' 9""",145 lbs.,,Orthodox,"Jul 16, 1981",3.53,51%,2.00,48%,1.33,16%,57%,0.3,striker
Yasuhito Namekawa,"5' 9""",205 lbs.,,Orthodox,"Oct 27, 1974",0.14,50%,3.65,38%,2.11,25%,0%,4.2,submission specialist
Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,"Jun 29, 1992",4.13,40%,3.98,60%,1.91,53%,50%,0.8,striker
Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987",3.33,42%,3.00,58%,1.92,41%,70%,0.0,striker
Allan Nascimento,"5' 9""",125 lbs.,,Orthodox,"Sep 11, 1991",7.00,68%,5.40,44%,1.00,10%,0%,0.0,striker
Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990",3.42,37%,3.95,51%,2.37,33%,100%,1.6,submission specialist
Rodrigo Nascimento,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992",4.23,55%,4.32,42%,2.70,100%,100%,2.7,submission specialist
Pawel Nastula,"6' 0""",230 lbs.,,Southpaw,"Jun 26, 1970",1.30,43%,1.73,50%,3.00,60%,0%,1.5,submission specialist
Rafael Natal,"6' 0""",185 lbs.,"77""",Orthodox,"Dec 25, 1982",3.10,47%,2.48,57%,2.55,34%,77%,0.5,striker
Danny Navarro,"5' 10""",155 lbs.,,,"May 27, 1983",3.83,32%,4.62,57%,2.17,25%,100%,0.0,striker
Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996",3.17,52%,1.30,68%,1.25,71%,70%,0.2,striker
Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",4.94,49%,4.93,61%,0.50,50%,92%,0.2,striker
Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",3.33,43%,5.39,43%,2.77,41%,0%,0.0,striker
Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",3.29,46%,3.63,58%,1.09,34%,46%,1.3,submission specialist
Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984",1.38,31%,2.84,61%,1.31,18%,54%,1.6,submission specialist
Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991",3.63,41%,6.82,47%,0.96,12%,60%,1.9,submission specialist
Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",1.71,57%,3.33,49%,1.72,55%,66%,0.9,grappler
Roy Nelson,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",2.18,36%,4.79,46%,1.14,27%,65%,0.1,striker
Julio Cesar Neves Jr.,"5' 8""",145 lbs.,,,"Apr 25, 1994",1.98,35%,4.81,51%,1.06,25%,76%,0.0,striker
Mario Neto,"6' 0""",229 lbs.,,Orthodox,,1.89,50%,1.89,70%,2.84,100%,0%,0.0,grappler
Antonio Braga Neto,"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987",1.36,33%,3.92,45%,3.07,37%,0%,0.5,grappler
Emanuel Newton,"6' 1""",205 lbs.,,,"Jan 02, 1984",1.92,49%,1.35,51%,2.02,100%,0%,0.0,grappler
Carlos Newton,"5' 9""",170 lbs.,,Orthodox,"Aug 17, 1976",0.65,41%,1.55,44%,2.47,70%,43%,0.9,grappler
Ben Nguyen,"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988",3.51,40%,3.01,59%,0.25,33%,63%,1.0,submission specialist
Mike Nickels,"6' 4""",205 lbs.,,Orthodox,"Dec 13, 1971",4.44,52%,1.11,64%,11.11,80%,0%,2.8,submission specialist
Matheus Nicolau,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 06, 1993",3.79,52%,2.83,67%,1.93,44%,100%,1.4,submission specialist
Jaimelene Nievera,"5' 5""",125 lbs.,,Orthodox,"Oct 28, 1984",1.67,53%,8.73,33%,1.79,16%,0%,0.0,grappler
Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,"Jul 25, 1982",1.91,54%,2.31,58%,2.97,46%,33%,0.5,grappler
Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",3.05,44%,1.62,62%,5.32,62%,55%,1.1,submission specialist
Mats Nilsson,"6' 1""",170 lbs.,,Orthodox,"Dec 05, 1983",2.99,39%,5.62,63%,3.87,83%,44%,2.3,submission specialist
Guangyou Ning,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981",2.66,41%,1.91,61%,1.09,50%,62%,0.3,striker
Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",3.94,46%,2.41,65%,0.50,45%,53%,0.2,striker
Antonio Rodrigo Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",1.95,42%,2.40,55%,1.30,29%,36%,2.4,submission specialist
Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2.43,35%,2.34,59%,0.64,44%,62%,0.8,striker
Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",3.23,50%,2.09,64%,1.53,54%,66%,0.8,striker
KJ Noons,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 07, 1982",3.68,35%,3.78,65%,0.08,20%,68%,0.0,striker
Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",3.58,52%,1.96,58%,1.81,34%,41%,0.6,striker
Scott Norton,"5' 10""",170 lbs.,,Orthodox,"Mar 15, 1973",0.67,30%,0.34,60%,2.52,25%,0%,0.0,grappler
Jason Novelli,"6' 0""",155 lbs.,,Orthodox,"Jun 08, 1979",1.73,24%,3.55,66%,0.70,33%,100%,0.0,striker
Amanda Nunes,"5' 8""",145 lbs.,"69""",Orthodox,"May 30, 1988",4.50,51%,2.45,57%,2.50,53%,84%,0.9,striker
Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984",1.79,35%,2.48,56%,0.99,28%,44%,0.7,striker
Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",2.72,43%,2.59,58%,1.18,44%,65%,0.6,striker
Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.10,48%,1.75,65%,5.32,48%,84%,0.8,grappler
Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",4.65,46%,2.37,60%,0.45,7%,71%,0.0,striker
Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",1.41,44%,0.71,81%,5.29,100%,0%,0.0,grappler
Umar Nurmagomedov,"5' 8""",135 lbs.,,Orthodox,"Mar 01, 1996",2.89,60%,0.81,76%,8.67,45%,0%,1.7,submission specialist
Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",1.31,31%,1.92,69%,6.39,54%,25%,0.2,grappler
TJ O'Brien,"6' 2""",155 lbs.,,Orthodox,"Jan 01, 1987",3.77,46%,4.78,57%,0.94,100%,0%,0.0,striker
Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",6.35,57%,3.76,64%,1.05,50%,61%,1.1,submission specialist
Casey O'Neill,"5' 6""",125 lbs.,"69""",,"Oct 07, 1997",5.64,72%,1.84,42%,6.91,66%,0%,1.7,submission specialist
Brendan O'Reilly,"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987",1.90,47%,2.77,39%,2.22,43%,36%,0.6,grappler
Nobuhiro Obiya,"5' 8""",145 lbs.,,Orthodox,"Jan 15, 1981",0.63,28%,2.53,55%,0.50,50%,41%,0.5,striker
Naoya Ogawa,"6' 4""",255 lbs.,,Orthodox,"Mar 31, 1968",2.41,42%,1.66,47%,1.25,100%,66%,1.2,submission specialist
Volkan Oezdemir,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",5.03,45%,4.24,55%,0.36,20%,80%,0.0,striker
Andy Ogle,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",2.24,44%,2.23,50%,1.44,26%,58%,0.0,striker
Yushin Okami,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2.06,38%,2.25,60%,1.98,39%,84%,0.5,striker
Kazuki Okubo,"5' 11""",175 lbs.,,Orthodox,,1.53,38%,1.97,46%,0.51,25%,36%,2.0,submission specialist
Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995",4.83,56%,2.91,69%,1.05,66%,35%,0.0,striker
Aleksei Oleinik,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",3.47,50%,3.85,44%,2.38,46%,33%,2.4,submission specialist
Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",2.19,33%,3.38,59%,2.49,36%,11%,1.6,submission specialist
Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",3.22,52%,2.94,54%,2.64,44%,57%,2.8,submission specialist
Alex Oliveira,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.87,50%,2.18,48%,2.41,37%,63%,0.6,striker
Andy Ologun,"6' 0""",154 lbs.,,Orthodox,"Jun 12, 1983",2.36,57%,0.32,85%,0.68,100%,80%,0.0,striker
Dennis Olson,"6' 0""",170 lbs.,,,,1.02,42%,5.27,38%,2.77,40%,0%,0.0,grappler
Casey Olson,"5' 7""",145 lbs.,,Orthodox,,2.48,60%,0.00,100%,3.54,57%,100%,1.8,submission specialist
Cameron Olson,"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989",3.13,47%,2.20,57%,3.00,42%,100%,1.0,submission specialist
Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982",3.09,57%,3.29,47%,0.56,26%,68%,0.1,striker
Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",2.01,39%,3.06,64%,1.19,36%,49%,1.5,submission specialist
Alan Omer,"5' 10""",145 lbs.,,Orthodox,"Sep 14, 1988",3.49,55%,2.21,64%,1.69,42%,66%,0.0,striker
Sam Oropeza,"6' 2""",170 lbs.,,,,7.68,56%,1.44,70%,3.60,33%,100%,0.0,striker
Brian Ortega,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",4.29,38%,6.28,52%,0.80,21%,56%,1.1,submission specialist
Tito Ortiz,"6' 3""",205 lbs.,"74""",Orthodox,"Jan 23, 1975",2.59,46%,2.88,60%,2.47,35%,54%,0.6,striker
Ode Osbourne,"5' 7""",145 lbs.,"73""",Southpaw,"Jan 09, 1992",4.30,54%,3.04,42%,1.90,100%,66%,1.9,submission specialist
Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,"Nov 04, 1976",2.34,35%,2.14,63%,0.91,58%,68%,0.7,striker
Nick Osipczak,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984",2.83,50%,3.77,50%,1.20,45%,71%,1.0,submission specialist
Dustin Ortiz,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988",2.94,44%,2.17,56%,3.01,36%,52%,0.1,grappler
Nissen Osterneck,"6' 2""",185 lbs.,,Orthodox,"May 01, 1981",3.15,58%,2.90,41%,0.63,12%,42%,1.3,submission specialist
Rachael Ostovich,"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991",2.54,43%,3.97,57%,2.03,83%,66%,0.8,striker
Artur Oumakhanov,"5' 7""",154 lbs.,,Orthodox,"Feb 27, 1979",1.20,33%,1.67,82%,3.00,75%,33%,0.0,grappler
Zak Ottow,"5' 11""",170 lbs.,"72""",Orthodox,"Dec 22, 1986",2.63,36%,2.73,58%,0.97,29%,57%,0.4,striker
Alexander Otsuka,"6' 1""",205 lbs.,,Orthodox,"Jul 17, 1971",0.90,55%,1.16,51%,1.51,43%,53%,0.8,grappler
Takafumi Otsuka,"5' 6""",139 lbs.,,Orthodox,,1.29,27%,2.12,67%,1.64,27%,65%,0.0,grappler
Sidney Outlaw,"5' 8""",170 lbs.,"74""",Orthodox,"Apr 11, 1992",0.13,33%,0.80,71%,3.00,75%,0%,3.0,submission specialist
Valentijn Overeem,"6' 3""",230 lbs.,,Orthodox,"Aug 17, 1976",0.93,34%,1.49,58%,1.86,50%,0%,4.7,submission specialist
Alistair Overeem,"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",3.67,64%,2.44,57%,1.42,55%,73%,0.8,striker
Shungo Oyama,"5' 11""",185 lbs.,,Southpaw,"Apr 11, 1974",0.64,25%,1.96,57%,1.07,57%,62%,0.5,grappler
Alptekin Ozkilic,"5' 5""",125 lbs.,"65""",Orthodox,"Mar 27, 1986",3.81,32%,5.72,59%,4.21,58%,75%,0.0,grappler
Nick Pace,"5' 7""",135 lbs.,"68""",Orthodox,"Apr 17, 1987",1.48,34%,3.14,57%,2.52,43%,54%,0.5,grappler
George Pacurariu,"5' 7""",135 lbs.,,,"Jul 28, 1984",4.69,53%,2.68,63%,5.03,100%,100%,5.0,submission specialist
Teemu Packalen,"6' 1""",155 lbs.,"75""",Orthodox,"May 22, 1987",2.57,54%,3.91,47%,2.31,25%,100%,1.5,submission specialist
Michael Page,"6' 2""",170 lbs.,,,"Apr 07, 1987",4.53,76%,0.45,77%,3.40,100%,100%,0.0,striker
Damacio Page,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 30, 1982",2.05,38%,2.47,51%,2.63,64%,23%,0.9,grappler
Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987",1.65,53%,2.96,41%,1.03,44%,55%,2.6,submission specialist
Raulian Paiva,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 17, 1995",4.46,43%,4.89,51%,0.26,20%,80%,0.3,striker
Sasha Palatnikov,"6' 1""",170 lbs.,"72""",Switch,"Mar 15, 1989",9.78,52%,7.74,51%,1.17,100%,88%,0.0,striker
Fredson Paixao,"5' 6""",145 lbs.,"66""",Orthodox,"May 13, 1979",1.71,54%,2.31,62%,0.62,11%,10%,2.2,submission specialist
Soa Palelei,"6' 4""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",2.47,57%,2.68,48%,2.20,47%,66%,0.0,striker
Bart Palaszewski,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1983",2.67,32%,3.97,57%,0.65,31%,53%,0.5,striker
Rousimar Palhares,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980",1.75,51%,2.04,59%,3.93,45%,0%,4.1,submission specialist
Alexandre Pantoja,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990",4.30,47%,3.39,53%,0.94,35%,68%,0.9,striker
Bryan Pardoe,"6' 1""",205 lbs.,,Orthodox,,1.11,36%,4.59,45%,4.75,40%,33%,0.0,grappler
Junyong Park,"5' 10""",185 lbs.,"73""",Orthodox,"Feb 27, 1991",4.24,47%,2.90,59%,3.40,64%,45%,0.0,striker
Karo Parisyan,"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982",2.49,41%,2.19,58%,5.27,59%,59%,1.0,submission specialist
Norman Parke,"5' 11""",155 lbs.,"70""",Southpaw,"Dec 22, 1986",3.06,35%,2.88,64%,1.98,26%,77%,0.0,striker
Jordan Parsons,"5' 9""",145 lbs.,,,"Aug 26, 1990",3.29,40%,2.37,60%,1.54,21%,50%,1.0,submission specialist
Jhonoven Pati,"6' 1""",185 lbs.,"75""",Switch,"Aug 29, 1990",2.88,53%,6.13,33%,2.70,100%,0%,0.0,striker
Jorge Patino,"5' 8""",170 lbs.,,Orthodox,"Aug 05, 1973",1.33,30%,3.14,53%,0.54,25%,50%,0.0,striker
Claude Patrick,"5' 11""",170 lbs.,"75""",Orthodox,"Jun 14, 1980",1.80,55%,0.89,69%,2.32,53%,84%,1.7,submission specialist
Alan Patrick,"5' 11""",155 lbs.,"74""",Southpaw,"Jul 19, 1983",1.79,40%,2.64,43%,3.48,38%,50%,0.3,grappler
Pawel Pawlak,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989",1.67,33%,2.22,53%,1.00,37%,70%,0.0,striker
Estevan Payan,"5' 10""",145 lbs.,,Orthodox,"Mar 14, 1982",4.25,42%,3.58,57%,0.36,100%,60%,0.4,striker
Jonathan Pearce,"6' 0""",145 lbs.,"71""",Switch,"May 01, 1992",8.80,55%,6.65,46%,5.91,60%,75%,0.7,striker
Carlo Pedersoli Jr.,"5' 11""",170 lbs.,"75""",Southpaw,"Jun 08, 1993",4.17,37%,4.12,61%,2.91,44%,0%,0.0,striker
Ross Pearson,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",3.68,40%,4.09,62%,0.74,35%,75%,0.0,striker
Tyson Pedro,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 17, 1991",2.70,62%,2.55,48%,0.74,25%,52%,1.5,submission specialist
Yan Pellerin,"5' 11""",205 lbs.,,Orthodox,,0.59,25%,0.89,66%,4.43,100%,0%,0.0,grappler
Julianna Pena,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 19, 1989",2.80,47%,1.70,53%,2.49,53%,23%,0.8,striker
Kurt Pellegrino,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",2.45,43%,1.94,63%,2.90,54%,69%,0.8,grappler
Luis Pena,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993",3.26,47%,2.74,50%,1.37,33%,45%,1.4,submission specialist
Sherman Pendergarst,"6' 1""",235 lbs.,,Orthodox,"Aug 01, 1967",1.23,36%,3.08,16%,4.62,100%,0%,0.0,grappler
Cathal Pendred,"6' 1""",170 lbs.,"75""",Orthodox,"Sep 02, 1987",2.49,44%,3.01,55%,2.46,23%,83%,0.4,striker
BJ Penn,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2.76,48%,3.20,56%,1.19,55%,74%,0.5,striker
Jessica Penne,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 30, 1983",2.46,33%,4.73,48%,1.58,25%,20%,0.6,striker
Raquel Pennington,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",3.62,48%,3.20,63%,1.12,28%,65%,0.7,striker
Godofredo Pepey,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987",2.32,38%,3.23,47%,0.37,7%,35%,1.5,submission specialist
Michel Pereira,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 06, 1993",3.74,54%,2.84,58%,1.76,70%,100%,0.5,striker
Robert Peralta,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",3.76,44%,2.97,53%,0.59,66%,65%,0.0,striker
Viviane Pereira,"5' 1""",115 lbs.,"63""",Orthodox,"Aug 28, 1993",2.70,30%,4.48,58%,0.25,100%,28%,0.2,striker
Philip Perez,"5' 5""",155 lbs.,,Southpaw,,1.36,100%,0.68,66%,10.23,100%,0%,10.2,submission specialist
Erik Perez,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989",3.16,40%,2.09,66%,3.16,55%,69%,0.2,striker
Frankie Perez,"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989",1.64,41%,2.17,54%,1.75,41%,50%,0.3,grappler
Alejandro Perez,"5' 6""",145 lbs.,"67""",Orthodox,"Sep 02, 1989",3.52,35%,2.94,64%,0.52,20%,73%,0.1,striker
Markus Perez,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988",2.60,47%,3.72,52%,0.81,25%,77%,1.0,submission specialist
Alex Perez,"5' 6""",125 lbs.,"65""",Orthodox,"Mar 21, 1992",4.62,47%,3.08,61%,2.92,45%,87%,1.3,submission specialist
Thiago Perpetuo,"5' 10""",170 lbs.,,Orthodox,"Dec 14, 1987",5.39,69%,3.51,51%,2.82,50%,66%,0.0,striker
Anthony Perosh,"6' 3""",205 lbs.,"75""",Orthodox,"Oct 05, 1972",2.27,43%,3.77,53%,2.03,22%,33%,1.1,submission specialist
Jay Perrin,"5' 7""",135 lbs.,"69""",Switch,"Jun 15, 1993",2.87,44%,2.60,47%,4.00,80%,80%,0.0,grappler
Viktor Pesta,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 15, 1990",1.58,36%,2.54,56%,3.29,28%,100%,0.0,grappler
Mike Perry,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",4.35,47%,4.82,54%,0.69,38%,77%,0.2,striker
Steven Peterson,"5' 10""",145 lbs.,"70""",Orthodox,"May 29, 1990",4.65,35%,5.89,56%,2.02,28%,75%,0.4,striker
Seth Petruzelli,"6' 0""",205 lbs.,"76""",Orthodox,"Dec 03, 1979",2.17,41%,2.08,55%,0.46,50%,47%,2.3,submission specialist
Anthony Pettis,"5' 10""",155 lbs.,"72""",Orthodox,"Jan 27, 1987",3.05,47%,3.44,54%,0.61,50%,60%,1.1,submission specialist
Forrest Petz,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1975",2.27,29%,2.20,57%,1.30,100%,66%,0.0,striker
Cody Pfister,"5' 10""",155 lbs.,"73""",Orthodox,"Jul 12, 1990",1.41,25%,2.80,51%,2.82,30%,0%,0.0,grappler
Sergio Pettis,"5' 6""",125 lbs.,"69""",Orthodox,"Aug 18, 1993",3.88,37%,2.91,65%,0.85,40%,67%,0.4,striker
Nam Phan,"5' 6""",135 lbs.,"70""",Orthodox,"Mar 13, 1983",4.52,37%,6.55,59%,0.18,18%,60%,0.2,striker
Constantinos Philippou,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979",2.19,35%,2.73,54%,0.40,42%,65%,0.3,striker
Elizabeth Phillips,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 20, 1986",2.60,33%,3.07,58%,0.75,25%,53%,0.2,striker
Kyler Phillips,"5' 8""",135 lbs.,"72""",Orthodox,"Jun 12, 1995",5.32,46%,3.04,61%,2.88,63%,71%,0.4,striker
Vinc Pichel,"5' 10""",155 lbs.,"72""",Orthodox,"Nov 23, 1982",3.20,46%,2.28,56%,3.83,60%,20%,0.3,grappler
Jamie Pickett,"6' 2""",185 lbs.,"80""",Orthodox,"Aug 29, 1988",2.84,55%,4.84,46%,1.48,40%,37%,0.4,striker
Adam Piccolotti,"5' 11""",155 lbs.,,,"Oct 23, 1988",4.61,50%,2.83,71%,2.96,60%,100%,3.0,submission specialist
Oskar Piechota,"6' 0""",185 lbs.,"76""",Southpaw,"Jan 24, 1990",3.30,52%,3.93,51%,0.61,40%,38%,1.5,submission specialist
Mike Pierce,"5' 8""",170 lbs.,"71""",Orthodox,"Sep 01, 1980",2.62,42%,2.36,62%,3.08,42%,71%,0.2,grappler
Brad Pickett,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 24, 1978",3.02,31%,4.63,55%,2.47,44%,58%,0.4,striker
Sean Pierson,"6' 0""",170 lbs.,"76""",Southpaw,"Mar 10, 1976",3.84,39%,3.73,64%,0.39,18%,66%,0.4,striker
